date,cap,pv,total,close,peak,dd,month
2024-05-25,8881.522708205257,973.9078405664237,9855.430548771681,68753.92,12066.796704906035,-18.326041369664182,2024-05
2024-05-25,8881.522708205257,975.6468929082588,9857.169601113515,68876.69,12066.796704906035,-18.311629488993916,2024-05
2024-05-25,8881.522708205257,978.7431058338783,9860.265814039136,69095.27,12066.796704906035,-18.285970542370894,2024-05
2024-05-25,8881.522708205257,982.8895210941371,9864.412229299394,69387.99,12066.796704906035,-18.25160835527469,2024-05
2024-05-25,8881.522708205257,978.876258004712,9860.398966209968,69104.67,12066.796704906035,-18.28486708323349,2024-05
2024-05-25,8881.522708205257,979.0409984033073,9860.563706608564,69116.3,12066.796704906035,-18.283501846024112,2024-05
2024-05-25,8881.522708205257,977.7616043533394,9859.284312558597,69025.98,12066.796704906035,-18.29410444488489,2024-05
2024-05-25,8881.522708205257,977.7002693640086,9859.222977569265,69021.65,12066.796704906035,-18.29461274042373,2024-05
2024-05-25,8881.522708205257,976.407701748203,9857.93040995346,68930.4,12066.796704906035,-18.30532451130555,2024-05
2024-05-25,8881.522708205257,976.4958088229462,9858.018517028204,68936.62,12066.796704906035,-18.304594350046532,2024-05
2024-05-25,8881.522708205257,978.3163106309827,9859.83901883624,69065.14,12066.796704906035,-18.289507481074132,2024-05
