date,capital,position_value,total_equity,close,peak,drawdown,month
2025-02-21,10772.460690522828,1026.4505733656983,11798.911263888527,98104.04,12069.762853001817,-2.2440506281026713,2025-02
2025-02-21,10772.460690522828,1027.6200092073323,11800.08069973016,98215.81,12069.762853001817,-2.2343616569449436,2025-02
2025-02-21,10772.460690522828,1014.6051309952288,11787.065821518057,96971.9,12069.762853001817,-2.3421920954598674,2025-02
2025-02-21,10772.460690522828,1010.1230434418683,11782.583733964697,96543.52,12069.762853001817,-2.379326939018503,2025-02
2025-02-21,10772.460690522828,996.9564535029714,11769.4171440258,95285.11,12069.762853001817,-2.4884143345146175,2025-02
2025-02-21,10772.460690522828,994.6665480873859,11767.127238610214,95066.25,12069.762853001817,-2.50738658312857,2025-02
2025-02-21,10772.460690522828,998.106533020842,11770.56722354367,95395.03,12069.762853001817,-2.478885733730346,2025-02
2025-02-21,10772.460690522828,1002.5898761195278,11775.050566642356,95823.53,12069.762853001817,-2.4417404877691093,2025-02
2025-02-21,10772.460690522828,1006.3402946346363,11778.800985157464,96181.98,12069.762853001817,-2.410667644327322,2025-02
2025-02-22,10772.460690522828,1006.381309115259,11778.841999638087,96185.9,12069.762853001817,-2.4103278325089588,2025-02
2025-02-22,10772.460690522828,1006.8762032309365,11779.336893753765,96233.2,12069.762853001817,-2.4062275521496392,2025-02
2025-02-22,10772.460690522828,1008.0273290365782,11780.488019559407,96343.22,12069.762853001817,-2.3966902826965333,2025-02
2025-02-22,10772.460690522828,1007.5653929856868,11780.026083508516,96299.07,12069.762853001817,-2.4005174999875223,2025-02
2025-02-22,10772.460690522828,1008.4891604586925,11780.94985098152,96387.36,12069.762853001817,-2.3928639322724363,2025-02
2025-02-22,10772.460690522828,1009.7705490918222,11782.23123961465,96509.83,12069.762853001817,-2.382247413549279,2025-02
2025-02-22,10772.460690522828,1008.5709801623838,11781.031670685212,96395.18,12069.762853001817,-2.392186042369478,2025-02
2025-02-22,10772.460690522828,1007.4505105884322,11779.911201111261,96288.09,12069.762853001817,-2.401469319825688,2025-02
