timestamp,type,price,shares,value,signal,pnl,reason,capital_after,holding_hours
2024-08-07 00:00:00,OPEN_SHORT,56269.99,0.017771462195035045,1000.0,SELL,,,,
2024-08-08 21:00:00,CLOSE_SHORT,61173.69,0.017771462195035045,,,-89.23306508495921,STOP_LOSS_6,10016.475688321028,45.0
2024-08-09 02:00:00,OPEN_LONG,61235.51,0.016330393916862945,1000.0,BUY,,,,
2024-08-15 19:00:00,CLOSE_LONG,57047.46,0.016330393916862945,,,-70.32411373727427,STOP_LOSS_6,9946.151574583753,161.0
2024-08-15 20:00:00,OPEN_SHORT,56671.06,0.017645690763504335,1000.0,SELL,,,,
2024-08-18 02:00:00,CLOSE_SHORT,60126.0,0.017645690763504335,,,-63.02576764930825,STOP_LOSS_6,9883.125806934446,54.0
2024-08-18 03:00:00,OPEN_SHORT,59337.42,0.016852771825940527,1000.0,SELL,,,,
2024-08-23 17:00:00,CLOSE_SHORT,62999.89,0.016852771825940527,,,-63.7844940005815,STOP_LOSS_6,9819.341312933864,134.0
2024-08-23 18:00:00,OPEN_SHORT,63152.6,0.01583466080573088,1000.0,SELL,,,,
2024-09-13 15:00:00,CLOSE_SHORT,59667.38,0.01583466080573088,,,53.242463809882906,TRAILING_12,9872.583776743748,501.0
2024-09-14 12:00:00,OPEN_LONG,59794.03,0.016724077637851137,1000.0,BUY,,,,
2024-12-20 09:00:00,CLOSE_LONG,94811.85,0.016724077637851137,,,583.0550996479082,TRAILING_12,10455.638876391657,2325.0
2024-12-20 10:00:00,OPEN_SHORT,94359.53,0.010597763681103541,1000.0,SELL,,,,
2025-01-06 14:00:00,CLOSE_SHORT,100737.03,0.010597763681103541,,,-69.65482511411392,STOP_LOSS_6,10385.984051277543,412.0
2025-01-06 15:00:00,OPEN_SHORT,102147.95,0.009789721673317967,1000.0,SELL,,,,
2025-01-17 01:00:00,CLOSE_SHORT,101659.8,0.009789721673317967,,,2.7836314874650725,TRAILING_12,10388.767682765008,250.0
2025-01-17 12:00:00,OPEN_SHORT,102745.69,0.009732768352618975,1000.0,SELL,,,,
2025-03-02 16:00:00,CLOSE_SHORT,91200.0,0.009732768352618975,,,110.48389776739054,TRAILING_12,10499.251580532398,1060.0
2025-03-03 06:00:00,OPEN_LONG,91645.99,0.010911552158474145,1000.0,BUY,,,,
2025-03-03 19:00:00,CLOSE_LONG,85606.0,0.010911552158474145,,,-67.83976025574066,STOP_LOSS_6,10431.411820276657,13.0
2025-03-03 20:00:00,OPEN_SHORT,86074.0,0.011617910170318563,1000.0,SELL,,,,
2025-03-06 02:00:00,CLOSE_SHORT,91812.0,0.011617910170318563,,,-68.7302321258453,STOP_LOSS_6,10362.681588150812,54.0
2025-03-06 18:00:00,OPEN_SHORT,88428.41,0.01130858284119323,1000.0,SELL,,,,
2025-03-24 06:00:00,CLOSE_SHORT,87113.37,0.01130858284119323,,,12.886110018262457,TRAILING_12,10375.567698169074,420.0
2025-03-25 09:00:00,OPEN_SHORT,87221.66,0.01146504205492076,1000.0,SELL,,,,
2025-04-11 17:00:00,CLOSE_SHORT,83930.0,0.01146504205492076,,,35.776759350831185,TRAILING_12,10411.344457519905,416.0
2025-04-11 23:00:00,OPEN_LONG,83423.84,0.01198698117948059,1000.0,BUY,,,,
2025-04-16 00:00:00,CLOSE_LONG,83146.01,0.01198698117948059,,,-5.3270126381138425,END,10406.01744488179,97.0
